ltable_id,rtable_id,label
280,5349,0
1170,4128,0
451,17056,0
41,10808,0
178,19149,1
333,6550,0
1014,13064,0
1493,11392,0
382,2584,0
626,18465,0
1850,6903,0
389,15107,0
61,11091,0
2082,4739,0
1169,13308,0
1301,11263,0
660,10273,1
2390,10744,0
629,530,0
65,9137,0
561,6750,0
1067,9064,0
1155,4919,0
41,10819,0
1571,14949,0
1992,1271,0
69,20427,0
353,12766,0
2535,6761,0
1418,19569,0
73,10251,0
2484,1439,0
1175,18803,0
176,3099,0
2085,21168,0
217,21980,0
2051,19554,0
2061,16591,0
2056,3067,1
1463,19737,0
890,19075,0
154,16442,0
195,9263,0
2018,15200,0
1761,4577,0
793,2074,0
935,19579,0
1955,20238,0
1430,11656,0
2103,2962,0
1405,21757,0
465,21977,0
296,13803,0
814,17506,0
1827,15534,0
1646,9034,0
2122,7860,0
1178,17203,0
1850,4882,0
53,8791,0
2090,1301,0
2112,10744,0
1802,15678,0
1910,19938,0
788,18156,0
978,18186,0
640,18863,0
1897,5422,0
2231,17839,1
856,17186,0
2088,21854,0
1007,15673,0
1546,4718,0
547,9294,0
661,12347,0
706,12866,0
2549,21539,0
2006,2644,0
2448,5426,0
612,14704,0
557,6077,0
201,5536,0
737,14715,0
1908,20111,1
672,6882,0
2133,18883,0
1939,11133,0
561,21693,0
1560,8985,0
145,4498,0
2332,20125,0
1631,21961,0
510,1360,0
2126,9721,0
1348,21681,0
1317,15355,0
1699,17546,0
2361,17892,0
1132,16608,0
159,15632,0
199,13507,0
1056,8015,0
1528,6903,0
2185,12464,0
1257,6750,0
25,4965,0
2389,6750,0
2058,3490,0
1060,14680,0
2305,8575,0
665,6745,0
687,16750,0
1631,5116,0
1484,2258,0
1992,11230,0
22,16209,0
2149,6798,0
547,5247,0
672,9577,0
166,13427,0
2100,984,0
2260,7334,0
2389,10751,0
954,1458,0
1711,16375,0
1633,20778,0
975,5427,0
1070,18620,1
1354,17577,0
857,19631,0
1560,9025,0
794,13704,0
944,9392,0
22,17579,0
2546,16316,0
853,6747,1
1563,430,1
62,3955,0
1338,17543,1
1178,12474,0
2237,13278,0
1021,12138,0
1359,1903,1
1816,16912,0
1699,16966,0
144,12347,0
2028,12891,1
794,19669,0
2019,18973,0
1418,4752,0
1169,9325,0
2265,15387,0
1927,3099,0
2020,16598,0
2126,19124,0
1048,21573,0
81,18072,0
419,8992,0
2130,9154,0
1650,5207,0
1453,17234,0
58,15495,0
1225,15994,0
2040,9550,1
2538,335,0
781,17875,0
1090,16634,1
397,957,0
2031,3506,0
1125,12249,0
248,1688,0
1571,6998,1
577,21736,1
337,18454,0
433,12366,0
853,7684,0
550,4489,0
2341,17191,0
117,9323,0
1666,14180,0
2361,286,0
176,5243,0
557,15882,0
765,5213,0
644,9987,0
634,6853,0
2160,15758,0
738,18197,1
2518,12711,0
802,20115,0
1468,9996,0
1827,4490,0
2466,2427,0
737,837,0
2507,3120,0
2100,4899,0
1504,4813,0
485,20002,0
305,1340,0
700,21566,0
678,20733,0
774,6955,0
2218,16332,0
978,20226,0
1793,10185,0
465,12919,0
2293,4525,0
2191,13888,0
1988,17230,0
1532,809,0
25,9095,0
19,6596,0
625,8791,0
1229,18895,0
2283,7709,0
661,2591,0
1595,15395,0
1560,20348,0
896,2949,0
918,14122,0
2531,12191,0
719,10405,0
1600,3710,0
2118,10371,0
1860,18620,0
1571,12789,0
184,13393,0
1621,17872,0
1164,17504,0
2361,16333,0
1194,10954,0
1315,15122,1
2504,304,0
339,7585,0
2079,12023,0
1132,304,0
626,17892,0
2075,12975,0
1348,12647,0
887,10741,0
887,2817,0
617,4474,0
992,1329,0
1440,669,0
662,17223,0
532,4043,0
339,1619,0
1197,4814,1
79,15000,0
483,9130,1
1121,3697,0
1024,9104,0
993,21935,0
2356,5527,1
1504,917,0
1296,801,0
547,9296,0
2503,20051,1
2275,20235,0
2412,20963,0
1839,19780,0
218,7055,0
725,16181,0
967,19011,0
753,7944,0
1276,6024,0
1952,7748,0
419,9253,0
117,3319,0
81,21451,0
405,9969,0
2461,1273,0
1154,3271,0
1694,3793,1
512,5118,0
2263,3021,0
934,3169,0
2389,18200,0
2225,10107,0
1257,16598,0
2546,2815,0
353,799,0
1910,11826,0
2507,16183,0
1211,20840,0
561,4728,0
934,8667,0
1595,3901,0
1595,15389,0
2093,21957,0
796,20625,0
222,5730,0
2208,5421,0
1937,18719,0
1605,19011,0
64,15740,0
65,1171,0
2072,1742,0
2536,7762,0
1502,14005,0
672,158,0
1504,12907,0
1866,9388,0
1060,18165,0
2504,16608,0
2497,19525,1
2293,14511,0
327,809,0
1761,6599,0
1378,12464,0
226,7665,0
1385,17536,1
1129,20078,0
893,7594,0
1528,250,0
1405,14176,0
2230,2480,0
284,19549,0
1285,16654,0
1605,20715,0
222,17534,1
625,14680,0
1931,1256,0
1915,9455,0
1154,7259,0
1809,9063,0
2188,10606,0
787,21933,0
2049,18630,0
692,18704,1
166,21811,0
1711,17279,0
507,19705,0
924,2317,0
781,18203,0
665,6742,0
1365,2959,0
792,14765,0
1463,3945,0
1571,6748,0
2349,8245,0
117,15295,0
1425,4733,0
324,6457,0
1608,7259,0
2020,304,0
2342,12613,0
2293,14506,0
1522,8661,0
625,20125,0
1815,17571,0
2090,19352,0
509,13728,0
1983,12950,0
2305,8576,0
2515,8528,0
998,11241,0
2253,18771,0
2114,14691,0
1338,19146,0
599,552,0
1949,17302,1
25,13009,0
1145,4785,0
1153,9238,0
561,6740,0
1737,5039,0
919,18650,0
2053,6397,0
1285,18979,0
495,2835,0
573,17558,0
2430,19283,0
419,13255,0
1631,15098,0
498,5577,1
2223,21098,0
625,18444,0
786,14691,0
1608,11235,0
1191,10448,0
310,12221,0
887,4725,0
944,206,0
201,13529,0
1014,7028,1
639,12389,0
166,801,0
1945,14015,0
660,10398,0
41,18673,0
2322,8708,0
565,13179,0
1810,20699,0
2146,12517,0
348,1190,0
348,15100,0
2276,8758,0
92,10869,0
2130,11144,0
2107,19752,0
1315,13177,0
1542,7371,0
1564,4894,0
2077,11226,0
2363,12793,0
2123,7771,0
1098,16120,0
565,17962,0
417,8791,0
665,12785,0
166,304,0
1934,5537,0
1571,4739,0
1112,8850,0
22,17882,0
1228,5477,0
1455,110,0
912,15063,0
1863,12819,0
2201,14474,0
2426,17991,0
453,4892,1
490,12536,0
852,18153,0
95,6972,0
757,2408,0
1229,10821,0
889,6729,0
225,107,0
1615,5036,0
1088,18584,0
944,5088,0
582,7870,0
2163,19098,0
2260,5734,0
305,14541,0
307,2229,0
922,15475,0
1626,6967,0
1688,18241,0
2130,13856,0
1532,2689,0
1594,20353,0
2063,3140,0
896,10529,0
2090,5234,0
1739,5605,0
1701,17546,0
688,10786,0
94,9051,1
1030,10555,1
1529,21672,0
137,21120,1
192,11131,1
18,10879,0
2504,20121,0
164,18937,1
65,1173,0
2107,18982,0
1210,9302,0
1194,1342,0
530,18531,1
620,6715,0
1699,16968,0
176,3276,0
278,19779,0
1508,636,0
2163,4094,0
1257,18153,0
725,17580,0
324,6458,0
1429,15291,0
1305,2558,1
2535,4750,0
814,4722,0
526,6892,0
1382,20374,0
1792,6445,0
1257,21811,0
235,16182,0
561,18165,0
579,11054,0
1530,12831,0
1796,6590,0
2391,14949,0
857,15327,0
1192,6608,0
391,4794,0
1649,1006,0
1806,16319,0
337,6115,1
1933,15087,0
636,3592,0
626,19283,0
688,8841,0
2389,16333,0
2542,15119,0
1647,19108,0
1132,18443,0
1312,7719,0
274,68,0
1334,8617,0
638,4328,0
2504,16333,0
92,8778,0
1758,9789,1
1145,12849,0
81,16324,0
1573,5414,0
2546,5349,0
1936,18140,1
722,8523,0
2405,18732,0
992,20020,0
2361,8786,0
305,1338,0
1861,11148,0
182,15920,0
2535,335,0
2549,18036,0
742,10728,0
943,11353,0
944,21531,0
2058,3486,0
382,20373,0
1927,14743,0
1927,19026,1
576,805,0
2238,15027,0
462,2827,0
688,4782,0
2284,20226,0
2389,19011,0
2020,20429,0
546,735,0
1251,14392,0
993,10869,0
2343,1609,0
43,20229,0
2220,17561,0
891,3545,0
2149,4783,0
2082,10745,0
2390,14686,0
2220,10752,0
934,19677,0
64,4662,0
182,7396,0
1284,3319,0
1542,18263,0
1695,17547,0
2180,15107,0
2538,2279,1
1230,12719,0
1863,6771,0
1394,13530,0
869,5383,0
2266,13318,1
67,4646,0
1435,20813,0
1287,15033,1
316,6417,0
65,21961,0
73,20324,0
1560,10950,0
2405,8668,1
1016,18187,0
1809,16597,0
1153,21973,0
787,2689,0
720,16898,0
41,6397,0
40,20715,0
226,10821,0
869,10114,0
1841,18623,1
2405,13010,0
1145,12850,0
2504,17203,0
1404,12267,0
971,13426,0
1075,10578,0
2479,10669,1
514,14877,0
2517,2788,0
1178,20715,0
1835,5151,0
1463,10238,0
2155,4318,1
732,17636,0
935,18856,0
1325,10507,1
2130,15842,0
1681,1331,0
485,12267,0
737,2835,0
65,5118,0
828,4885,0
678,14868,0
1888,14667,0
1600,16617,0
1108,10672,1
1184,1019,0
1718,867,0
340,20607,0
95,9007,0
177,6960,0
561,8786,0
353,14668,0
1530,16667,0
2260,17637,0
1861,11678,0
417,2819,0
1931,1258,0
1029,16791,1
1296,21566,0
219,8704,0
1992,20486,0
1129,18962,0
2549,20960,0
626,18153,0
1930,13378,0
561,805,0
1424,8192,1
922,19110,0
2253,11223,0
869,2102,0
360,19150,1
470,10874,1
998,5217,0
1626,12998,0
582,14840,0
986,4643,0
214,14694,0
2037,8519,1
2538,21292,0
2537,14425,0
2438,12840,0
1937,2881,0
581,16199,0
759,6310,0
1154,11490,0
557,3585,0
462,3507,0
576,16608,0
2476,14884,0
1067,16320,0
814,16597,0
1927,1284,0
585,14867,1
1761,12647,1
1792,6443,0
1016,18821,0
2000,4232,0
935,9896,0
1571,8780,0
765,4597,0
1711,16433,0
2537,10479,0
41,884,0
1060,20125,0
2056,3042,0
2341,7893,1
2030,9152,0
757,6330,0
2126,17202,0
954,3651,0
1256,10616,0
822,13427,0
2361,18153,0
353,14667,0
2361,18465,0
1656,3068,0
1886,21417,0
2504,18165,0
2432,6754,0
1334,4528,0
201,9576,0
2504,820,0
1528,16539,0
753,20259,0
1656,12764,0
1983,12943,0
1365,16184,0
2091,3569,0
1853,21729,0
185,9990,0
182,8692,0
322,5930,0
1822,7975,0
2390,6742,0
98,2775,0
1809,19779,0
160,985,0
2255,15291,0
576,2818,0
594,7334,0
2342,5735,0
2531,19977,0
625,16333,0
2164,6240,0
896,6882,0
1225,2075,0
2007,20461,1
1631,11129,0
1178,14680,0
1390,16162,0
1853,3149,0
305,3319,0
557,3479,0
1511,10545,0
2394,21057,0
1740,18028,0
887,13373,0
576,18507,0
1044,4929,0
528,15198,0
315,7699,0
2149,10791,0
523,9658,0
740,5293,0
736,16258,0
886,11013,0
104,3583,0
1145,10786,0
2119,20314,1
2504,2818,0
565,15257,0
599,19773,0
1067,5349,0
2439,14765,0
1242,5067,0
2504,18200,0
852,13427,0
1211,267,0
40,4730,0
2260,21109,0
700,18443,0
1882,6487,0
1539,16228,0
2223,9713,0
278,19567,0
1656,8708,0
2250,17234,0
2476,12982,0
887,17505,0
353,4711,0
1306,16837,0
2260,13143,0
598,14091,0
684,17573,1
1806,6378,0
29,15994,0
1504,15470,0
944,10199,0
1862,7472,0
822,820,0
625,18465,0
2390,2829,0
1367,15590,0
1525,6502,0
1944,6985,0
781,21212,0
822,18152,0
1934,1584,0
195,21109,0
1353,3736,0
852,20125,0
1284,9327,0
719,6972,1
1508,6563,0
1135,14949,0
176,8825,0
2430,4728,0
1132,14680,0
2211,115,0
719,17188,0
1057,16001,0
1516,14759,0
1884,16980,0
1440,6594,0
2462,19455,0
1,16447,0
1145,11836,0
137,19728,0
1037,12044,0
417,4728,0
2483,15781,0
451,10082,0
1240,1303,0
2186,13583,1
700,304,0
547,3302,0
1926,485,0
117,7322,0
1979,10870,0
2220,4728,0
99,4525,0
195,3283,0
2220,18444,0
187,10799,0
2140,6965,1
684,18412,0
1195,5364,1
465,7304,1
1673,13279,0
391,20,0
2163,4093,0
557,13437,0
65,21927,0
2144,6745,0
397,14829,0
438,10344,0
2391,8789,0
1296,8791,0
1257,18444,0
2265,8470,0
2160,9858,1
2430,18200,0
73,3035,0
2424,9516,0
1605,14680,0
88,18980,1
1983,20729,0
1650,11230,0
1141,15216,0
2546,16597,0
822,14687,0
2464,12857,0
1649,14884,0
1405,21423,0
218,15002,0
1447,8947,0
2546,13373,0
2371,8969,0
576,14701,0
25,6983,0
2239,326,1
1429,8593,0
1258,12785,0
22,16646,0
70,7758,0
2126,7015,0
960,18617,0
2079,15962,0
627,4730,0
1602,10608,1
215,6601,1
2389,16608,0
688,6798,0
887,16909,0
53,18200,0
356,11129,0
1184,6961,0
967,8791,0
1560,19669,1
458,6581,0
1229,7665,0
1850,17841,0
899,15261,0
1155,1010,0
1138,11034,0
261,154,0
2396,18101,1
793,4044,0
1133,808,0
541,9189,1
621,7127,0
66,3668,1
852,286,0
1592,267,0
2069,1172,0
1478,1766,1
1697,21667,1
353,10727,0
732,16393,0
665,10744,0
90,10463,0
1129,10598,0
2517,19565,0
550,2555,1
1532,4739,0
1784,15395,0
934,11120,0
838,715,1
2090,11518,0
1777,17901,0
2126,19401,0
852,4728,0
886,10752,0
56,16349,0
2085,14128,0
1483,1571,0
417,16333,0
280,13373,0
1133,4729,0
974,19753,1
459,20827,0
1539,4756,1
1827,2580,0
1551,7854,0
1463,4211,0
846,10397,0
2220,18507,0
1863,8814,0
2469,14950,0
1816,20963,0
2322,19320,0
2389,806,0
641,15118,0
2438,9874,0
2422,1256,0
1661,514,0
465,5243,0
2526,15693,0
1824,8306,0
2260,21872,0
342,9327,0
2548,13585,0
194,20939,1
699,8002,0
222,1354,1
2332,18443,0
1067,20067,0
2188,12649,0
1060,8786,0
1661,9942,0
2262,2632,0
1093,17690,0
883,4974,0
2305,8908,0
1605,21566,0
672,14820,0
228,21545,0
1789,11778,1
1605,18507,0
884,16489,0
625,17837,0
921,20639,0
2113,9288,0
1972,1612,0
2504,801,0
1988,15419,0
417,801,0
1026,4040,0
1153,21055,0
2365,6569,0
261,21306,0
576,8791,0
1024,18694,0
2394,13251,1
528,21728,0
2548,18724,0
904,18760,0
1439,19654,1
2274,13928,0
582,13152,0
898,7383,1
324,8519,1
1162,16809,0
1931,1257,0
2546,19779,0
2311,14868,0
1483,16610,0
904,3885,0
1443,8302,0
2438,12837,0
299,10218,0
954,9677,0
941,2805,1
99,4526,0
1960,2284,1
1539,4754,0
1348,8642,0
248,14898,0
765,3461,0
1528,18451,0
2216,17494,1
787,8781,0
2381,3482,1
700,8236,0
1660,11172,1
643,270,0
155,3446,1
2230,19286,0
1172,16731,0
1673,15267,0
2504,20429,0
1686,20038,1
1536,4044,0
1781,827,0
1451,4719,1
876,5288,0
463,11440,1
327,2828,0
195,17637,0
428,5118,0
41,14770,0
564,17673,0
935,14800,1
2220,20121,0
2342,639,0
288,6712,0
1905,7800,1
195,3129,0
2546,18151,0
949,7346,1
2105,5529,0
1661,13562,0
1647,20800,0
1536,16040,0
2149,12850,0
2094,13888,0
1549,7953,0
805,14293,0
2548,19117,1
1528,16538,0
1536,12058,0
1992,9880,0
768,10397,0
570,5426,0
2149,2868,0
54,6572,1
1090,17550,0
1536,15994,0
458,5266,0
1705,14645,1
1932,9095,1
2250,17549,0
599,21543,0
1806,3182,0
700,6740,0
418,1306,0
389,126,0
65,2622,0
84,19377,0
1959,19011,0
1209,16101,0
1695,16901,0
2272,19491,0
2018,21602,0
672,12918,0
382,18494,0
1708,18510,0
1178,8236,0
2225,14657,0
187,6397,0
1621,17600,0
1983,4894,0
1647,16392,0
2484,3585,0
1499,4637,1
967,18443,0
708,3128,0
2472,17837,0
305,7322,0
576,9734,0
345,8386,1
1016,16633,0
2017,21674,0
887,5349,0
2213,21798,1
1169,1338,0
869,6068,0
1711,19915,0
1454,4750,0
1681,20776,0
22,12640,0
735,11723,0
2305,10529,0
466,17505,0
2020,8236,0
1365,10473,0
1583,15144,0
1719,20768,0
1413,118,0
305,9323,0
429,21844,0
1946,1315,1
1193,14236,0
2246,16773,0
2220,6740,0
1532,14949,0
703,3907,0
2535,14177,0
2517,12765,0
1354,11519,0
1530,16401,0
1211,17850,0
2477,4884,1
1418,2279,0
1815,16666,0
2549,14360,0
1643,2779,1
2471,18507,0
974,10336,0
967,18200,0
2284,18186,0
99,4521,0
2071,6770,0
922,5515,0
1813,17215,0
737,832,0
345,9839,0
2537,2518,0
1405,6997,0
672,5243,0
1601,20217,0
1218,5268,0
582,3007,0
640,2300,0
896,6512,0
178,14798,0
2255,12058,0
391,21219,0
2412,8319,0
2322,1114,0
1092,6152,0
1405,772,0
1418,6759,0
1583,12225,0
1689,17546,0
1413,8826,0
1997,3365,0
1753,16220,1
1699,17717,0
1162,17390,0
166,8786,0
50,2013,0
2371,2429,0
462,10744,0
2219,245,1
51,19902,0
1809,19780,0
1649,6955,0
1430,5354,0
209,18713,0
1193,11956,0
2305,3099,0
2051,20778,0
1172,17029,0
1699,17102,0
1827,20373,0
900,1003,0
2426,3072,0
2430,14707,0
1223,2632,0
2260,10645,0
2389,18507,0
90,14402,0
1007,7733,0
148,18936,1
2332,18153,0
765,11288,0
822,4728,0
1007,11116,1
1718,14756,0
397,2950,0
992,4976,0
627,6998,0
2422,1258,0
226,5311,0
64,2959,0
1178,16608,0
771,5517,1
1656,6652,0
2517,4209,0
1486,13414,0
2349,2279,0
22,232,0
1628,6288,1
2297,10747,0
1695,14272,0
32,18153,0
1462,16833,0
810,1480,1
1962,5415,0
986,6669,1
1393,16923,0
1810,14619,0
2251,1195,0
362,19065,0
688,10791,0
294,15485,0
176,14743,0
1073,2522,1
1067,19779,0
1080,8560,0
244,14701,0
1178,21693,0
1454,824,0
1067,16597,0
1090,5528,0
129,8121,0
755,11851,0
909,12299,0
278,5349,0
618,5571,0
598,9658,0
2504,17561,0
1673,7303,0
176,14822,0
1123,18301,0
92,14691,0
509,3756,0
641,7169,0
277,15701,0
544,13664,1
1145,20564,0
1418,14715,1
1242,8450,0
123,9162,0
2196,17366,1
2430,21811,0
1283,14891,0
1487,888,0
693,104,1
1711,20801,0
1893,13149,0
2342,638,1
722,14418,0
625,17561,0
2361,18152,0
532,14015,0
966,10290,0
310,4720,1
640,17577,0
2436,6182,0
1205,16169,0
1208,16934,0
417,13427,0
742,4209,0
399,19744,0
2082,2822,0
500,8565,0
1711,17609,0
1927,11278,0
2535,827,0
1931,3234,0
1839,17184,0
495,2837,0
2331,7294,0
65,21448,0
832,4597,1
2535,5799,0
1060,9734,0
715,7850,1
2504,6740,0
1365,10822,0
2365,4528,0
565,17702,0
1613,17218,1
595,14869,1
1194,20020,0
1296,14680,0
821,16228,0
1418,824,0
337,13003,0
1323,1316,0
399,22063,0
1888,10729,0
1267,15908,0
978,15000,0
941,12221,0
1170,10163,0
353,8235,0
1837,13677,1
883,3067,0
606,3327,0
307,19205,0
1791,16560,0
364,7503,0
1699,16822,0
626,12781,0
2222,2821,0
417,12781,0
2112,14704,0
528,8972,0
1348,6599,0
1861,4883,0
1429,15069,0
1094,10898,0
1647,9336,0
92,6748,0
948,6379,0
993,2689,0
1594,14395,0
1112,19019,0
73,2516,0
639,14055,0
1136,606,0
1413,2790,0
2283,3707,0
102,2211,0
2260,5732,0
2332,304,0
2167,17733,1
1939,15089,0
2123,9802,0
226,3825,0
1705,12727,0
770,1111,0
1132,18200,0
1296,2819,0
2392,13910,0
1286,16535,1
672,14826,0
1091,16256,0
2188,12650,0
1866,14359,1
1172,21222,0
2393,10368,0
1994,11433,0
1145,6797,0
1067,16316,0
1017,12416,0
123,818,0
1294,14246,0
1262,2762,0
1135,10747,0
502,5421,0
1040,5345,0
1258,6742,0
1010,3126,0
53,17561,0
1631,20757,0
299,2727,0
1631,7139,0
2114,2754,0
2123,9799,0
1699,16823,0
1661,2482,0
2107,8358,1
2407,12311,1
1879,9985,0
159,9709,1
382,10533,0
1345,20145,1
2395,2579,0
1296,17561,0
2328,16352,1
1454,6759,0
145,2593,0
215,20664,0
166,19011,0
278,19780,0
582,9297,0
397,4862,0
397,4859,0
1761,21432,0
2050,21912,1
2220,18443,0
1016,18186,0
1224,6031,0
138,11468,1
786,14686,0
2402,17787,0
1506,17571,0
1536,6031,0
557,10861,0
2508,11582,1
455,18772,0
1405,10938,0
276,9509,0
1784,3901,0
871,20288,1
1672,4988,0
1229,1628,0
1955,17888,0
1553,5136,0
117,3320,0
1963,1019,0
1172,308,0
744,16162,0
994,11272,0
1504,17420,0
34,4976,0
2055,14729,0
107,12090,1
1070,18643,0
2127,8046,0
1810,21438,0
896,15545,0
1066,12284,0
1560,3823,0
722,12496,0
2538,4216,0
382,12582,1
513,2644,0
922,5512,0
2143,8239,0
1242,20348,0
1927,14820,0
243,9841,0
1447,242,0
1225,14015,0
887,4723,0
1605,17892,0
1853,14402,0
1933,15083,0
2305,6512,0
2255,4043,0
1656,7870,0
204,20226,0
1741,2751,0
1528,17192,0
353,12765,0
1405,2516,0
470,2958,0
339,13560,0
639,10127,0
362,18768,0
594,20843,1
176,5249,0
64,14520,0
1284,9325,0
176,8908,0
1178,14687,0
1269,7953,0
213,21190,0
932,17186,0
1983,8933,0
2020,13427,0
2023,10822,0
2525,5372,0
1888,12769,0
1844,7644,0
700,14707,0
2237,20493,0
1536,20858,0
1536,12464,0
2018,20646,0
557,20063,0
239,684,0
330,21371,0
857,7361,0
512,3042,0
469,18656,0
1688,16406,0
201,5535,0
1661,21507,0
1363,7568,0
2405,1038,0
613,10608,0
1072,20411,0
822,12781,0
658,21942,1
399,6641,0
2069,2622,0
1695,17274,1
1108,10664,0
626,8791,0
1419,20145,0
1476,11083,1
1861,17193,0
2422,3371,0
978,17237,0
2284,17234,0
2119,10622,0
1121,5671,0
2461,5205,0
219,10666,0
1560,8451,0
176,5328,0
1963,14903,0
757,448,0
166,2819,0
1605,18443,0
992,3729,0
998,13256,0
1939,19880,0
1932,7044,0
70,5723,0
2236,12255,0
280,18151,0
1546,2802,0
561,820,0
612,4733,0
1344,3149,0
657,8422,0
877,9960,0
483,11114,0
1265,6412,0
1956,17084,0
1016,17235,0
1479,14308,0
2430,19011,0
932,16320,0
1136,16199,0
22,16210,0
166,805,0
540,7373,0
2164,382,0
786,3507,0
2389,18443,0
2538,10251,0
2052,17577,0
793,10077,0
1573,13416,0
1816,7233,0
2237,7309,0
1937,2891,0
218,7056,0
284,2228,0
225,6590,0
525,4474,0
1060,286,0
1806,3180,0
1354,6500,0
1948,10328,0
1571,6749,0
108,1311,0
2424,21496,0
41,2888,0
889,12769,0
1698,17173,0
2006,7708,0
857,3346,0
775,21301,0
58,1574,0
737,21423,0
64,2487,0
2464,13686,0
2211,14617,0
871,8015,0
272,3965,1
632,7127,0
215,12643,0
2365,644,0
2424,11723,0
1534,3120,0
889,8765,0
672,7693,0
1983,6914,0
2069,21448,1
626,21693,0
1475,2678,0
1454,10760,1
1852,1527,0
56,11153,0
1483,7546,0
626,17203,0
852,18200,0
1509,984,0
561,14707,0
2471,8791,0
792,10806,0
417,18507,0
353,8763,0
1426,6690,0
597,14248,0
131,5595,1
1320,884,1
1474,3961,1
327,6742,0
912,18514,0
2116,12600,0
2220,20715,0
1365,15247,0
172,1152,1
993,10754,0
2404,17704,0
2365,5628,0
40,6742,0
2431,21936,0
2191,18372,0
2251,3885,0
872,21309,0
2222,6745,0
2504,16598,0
2072,2204,0
688,10785,0
2003,15745,0
1705,6701,0
260,19523,0
1169,3319,0
1062,2754,0
2055,16342,0
64,15314,0
2069,1342,0
558,5883,1
2242,16750,0
818,12177,0
2431,21935,0
2251,15843,0
1860,18840,0
899,14710,0
1927,10515,0
852,806,0
429,19904,0
1270,7313,0
2379,10267,1
2430,21693,0
417,14680,0
1162,16958,0
215,8640,0
853,2826,0
1093,16869,1
1060,20121,0
1728,12125,1
2396,16792,0
944,14190,0
1136,17380,0
248,5636,0
1296,4728,0
458,3322,0
1805,16228,0
2260,3748,0
70,2216,0
1847,16486,0
2253,11265,1
1621,18486,0
1711,17936,0
1296,20121,0
1509,5571,0
1933,147,0
299,4642,0
2136,4705,1
611,467,0
2372,11964,0
62,1673,0
2267,2527,1
617,19540,1
840,21161,0
1196,9473,0
594,11307,0
398,16514,1
2527,13291,0
1901,10882,1
1316,13912,0
2504,17892,0
1049,11954,0
1745,17212,0
793,6032,0
2395,12586,0
1810,20112,0
2467,17204,0
1466,11641,1
1502,2943,0
2394,13253,0
695,9472,0
1145,10791,0
672,8825,0
2405,1035,0
921,20638,0
2071,6771,0
2265,18995,0
1892,19691,0
934,7701,0
1522,18731,0
1988,7453,0
1145,4786,0
2340,1800,0
1553,9161,0
741,11537,1
2349,14176,0
2089,10622,0
2056,4979,0
1294,6262,0
1129,8641,0
814,16320,0
1370,21598,0
257,5930,0
821,10528,0
1473,3248,1
1852,15749,0
993,14690,0
1426,760,0
2405,4965,0
915,363,0
1550,1373,0
2019,18077,0
1536,2072,0
419,7260,0
2115,18601,0
624,20288,0
2006,11702,0
967,6740,0
2507,19604,0
822,18507,0
496,4496,1
1999,20189,1
2369,4356,0
1525,6636,0
30,15046,0
2518,21688,0
822,14707,0
1844,19081,0
1887,5697,0
1827,2584,0
594,11254,0
626,13427,0
1992,9235,0
2255,10077,0
2123,19410,0
1155,10865,0
582,21061,0
993,4739,0
101,10613,0
6,1043,0
348,20343,0
2319,14155,0
1468,4568,0
725,18124,0
2349,14177,0
462,4733,0
1218,8160,0
1207,6898,1
2002,5014,0
1894,6856,0
1920,17247,0
638,20333,0
1937,18673,0
705,12896,0
1695,18239,0
74,2656,0
292,4497,0
2180,18651,0
319,19634,0
47,9387,0
1689,17874,0
1270,9302,0
1904,20198,0
65,7137,0
2037,556,0
215,20078,0
265,3518,0
276,15426,1
79,18558,0
1813,3254,0
219,8696,1
2527,11279,0
342,15295,0
2332,12781,0
1438,5421,0
337,17193,0
2263,6960,0
1132,6740,0
594,13143,0
2438,9876,0
2272,6387,0
415,20385,1
2451,8356,0
1245,9553,0
2276,12760,1
2027,15977,0
2078,68,0
2149,8841,0
1972,9613,0
1377,11802,0
589,1571,0
15,17364,1
1513,5543,0
342,1337,0
1060,19283,0
693,12609,0
2224,14701,0
1123,21640,0
2414,11702,0
25,2544,0
1028,5378,0
25,1038,0
1475,6605,0
1624,17199,0
2297,6749,0
131,1640,0
2126,15649,0
1578,13152,0
1862,1500,0
2020,17837,0
2404,18036,0
199,15480,0
99,6552,0
211,2345,0
626,286,0
693,18678,0
1851,12453,0
627,14701,0
95,13010,0
2085,6140,0
411,21952,0
29,6032,0
2083,8624,0
998,21974,0
2402,18318,0
1334,6567,0
75,5909,0
1512,19684,0
837,16610,0
1511,4522,0
896,3276,0
226,9913,0
179,14057,0
2405,1037,0
101,2588,0
2089,12657,0
889,19565,0
993,14686,0
547,21478,0
1931,177,0
1831,10754,0
1510,2634,0
399,2713,0
1522,18457,0
2048,10489,0
1229,5311,0
1745,16721,0
2020,17846,0
672,954,0
625,19011,0
2332,18165,0
594,8687,0
2395,20373,0
1060,19011,0
688,8843,0
417,20429,0
2504,14687,0
102,7767,0
794,21380,0
1429,16040,0
1316,12599,0
1508,14525,0
1699,18492,0
2344,14944,1
2432,2754,0
1429,8071,0
1643,6224,0
65,5116,0
636,14336,0
811,19486,0
348,7159,0
660,6362,0
2349,335,0
742,2790,0
941,15836,0
822,286,0
2297,6748,0
1257,14680,0
1536,8071,0
856,16320,0
2431,19010,0
1191,21530,0
1197,10832,0
735,8429,0
2538,11678,0
1413,8235,0
2468,10812,0
239,8651,0
1578,10593,0
1699,17875,0
822,20429,0
1978,12227,0
2449,5418,0
703,18759,0
